,Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,FullAddress,Unnamed: 0,long,lat
1719,06,Steglitz-Zehlendorf,6121880,Kita Benjamin Blume,Kaiser-Wilhelm-Str. 020/22,12247,030 76725049,37.0,Kindertagesstätte,8426.0,Kita Benjamin Blume gUG (haftungsbeschränkt),Sonstiger freier Träger,Kaiser-Wilhelm-Str. 020/22 12247 Berlin,1667,13.3361421,52.4310044
1720,06,Steglitz-Zehlendorf,6121890,KiWi Kita Bühne,Fahrenheitstr. 032- 34,12207,83193001,133.0,Kindertagesstätte,8620.0,KiWi Kita gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Fahrenheitstr. 032- 34 12207 Berlin,1668,13.3135076,52.413076
1721,06,Steglitz-Zehlendorf,6121900,Kinder in Lichterfelde,Hindenburgdamm 055,12203,89040503,50.0,Kindertagesstätte,8186.0,One World Kinder gGmbH,Sonstiger freier Träger,Hindenburgdamm 055 12203 Berlin,1669,13.3155159,52.4456845
1722,06,Steglitz-Zehlendorf,6121910,Cardelinas,Leydenallee 090,12167,030 49085193,42.0,Kindertagesstätte,8179.0,tuKita gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Leydenallee 090 12167 Berlin,1670,13.3239151,52.45388550000001
1723,06,Steglitz-Zehlendorf,6121930,Kita Sternenlichter,Celsiusstr. 069,12207,91428708,101.0,Kindertagesstätte,8315.0,SBH Nordost GmbH,Sonstiger freier Träger,Celsiusstr. 069 12207 Berlin,1671,13.3135157,52.4118648
1724,06,Steglitz-Zehlendorf,6121940,Kita Multitalent Heesestraße,Heesestr. 009,12169,98377580,25.0,Kindertagesstätte,8503.0,Kita Multitalent gGmbH,Sonstiger freier Träger,Heesestr. 009 12169 Berlin,1672,13.3266497,52.4564373
1725,06,Steglitz-Zehlendorf,6121950,Kita Scheelestraße 83,Scheelestr. 083,12209,91428961,148.0,Kindertagesstätte,1209.0,CJD Berlin-Brandenburg im CJD e.V.,Sonstiger freier Träger,Scheelestr. 083 12209 Berlin,1673,13.3237503,52.4132376
1726,06,Steglitz-Zehlendorf,6121960,Kita Villa mima,Hildburghauser Str. 116,12209,0176 73879810,90.0,Kindertagesstätte,8471.0,Kita mima GmbH,Sonstiger freier Träger,Hildburghauser Str. 116 12209 Berlin,1674,13.3375943,52.4170092
1727,06,Steglitz-Zehlendorf,6121970,Naturdetektive Kita Dessauer,Dessauerstr. 028,12249,75444600,46.0,Kindertagesstätte,8747.0,Naturdetektive gUG (haftungsbeschränkt),Sonstiger freier Träger,Dessauerstr. 028 12249 Berlin,1675,13.3400403,52.42678009999999
1728,06,Steglitz-Zehlendorf,6121990,Noctiluca,Hindenburgdamm 100,12203,030 98399625,24.0,Kindertagesstätte,8861.0,KiMo gemeinnützige UG,Sonstiger freier Träger,Hindenburgdamm 100 12203 Berlin,1676,13.315863,52.4391206
1729,06,Steglitz-Zehlendorf,6122000,Zehlendorfer Teddys,Teltower Damm 188,14167,03022326082,75.0,Kindertagesstätte,8733.0,GKJ-Berlin gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH,Sonstiger freier Träger,Teltower Damm 188 14167 Berlin,1677,13.2651366,52.41697010000001
1730,06,Steglitz-Zehlendorf,6122010,Die kleinen Grünschnäbel III,Hortensienstr. 029,12203,015772770014,36.0,Kindertagesstätte,8459.0,Die kleinen Grünschnäbel UG (haftungsbeschränkt),Sonstiger freier Träger,Hortensienstr. 029 12203 Berlin,1678,13.3062432,52.4483294
1731,06,Steglitz-Zehlendorf,6122030,Kita JuliKinder,Borstellstr. 036,12167,44323410,40.0,Kindertagesstätte,8246.0,JuLi Kinder UG (haftungsbeschränkt),Sonstiger freier Träger,Borstellstr. 036 12167 Berlin,1679,13.3451009,52.4475483
1732,06,Steglitz-Zehlendorf,6122040,Kita Blütezeit,Kelchstr. 023,12169,2145 8050,160.0,Kindertagesstätte,9102.0,Blütezeit gGmbH,Sonstiger freier Träger,Kelchstr. 023 12169 Berlin,1680,13.3586038,52.4505134
1733,06,Steglitz-Zehlendorf,6122050,Kita Nusshütte Goerzallee,Goerzallee 141,12207,32896836,25.0,Kindertagesstätte,8864.0,CeFi - Bildung und Verständigung gGmbH,Sonstiger freier Träger,Goerzallee 141 12207 Berlin,1681,13.2956059,52.4197794
1734,06,Steglitz-Zehlendorf,6122060,Kita Bethel Lichterfelde,Boothstr. 033,12207,319 830 1700,100.0,Kindertagesstätte,9148.0,Kita Bethel Berlin gemeinnützige GmbH,Sonstiger freier Träger,Boothstr. 033 12207 Berlin,1682,13.3288216,52.4331255
1735,06,Steglitz-Zehlendorf,6122070,El Mundo de los Ninos gGmbH,Jungfernstieg 004c,12207,17290553,90.0,Kindertagesstätte,8701.0,El mundo de los ninos gGmbH,Sonstiger freier Träger,Jungfernstieg 004c 12207 Berlin,1683,13.3266277,52.4292805
1736,07,Tempelhof-Schöneberg,7110010,Kita am Park,Freiherr-vom-Stein-Str. 015,10825,85 07 28 10,200.0,Kindertagesstätte,1249.0,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,Freiherr-vom-Stein-Str. 015 10825 Berlin,1684,13.340997,52.4836628
1737,07,Tempelhof-Schöneberg,7110020,Humanistische Kita Friedenauer Strolche,Sponholzstr. 016,12159,85077289,180.0,Kindertagesstätte,1230.0,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,Sponholzstr. 016 12159 Berlin,1685,13.3403756,52.4720939
1738,07,Tempelhof-Schöneberg,7110030,Kita Fregestr.,Fregestr. 021-22,12159,8507 3940,140.0,Kindertagesstätte,107.0,Orte für Kinder GmbH,Sonstiger freier Träger,Fregestr. 021-22 12159 Berlin,1686,13.3369538,52.46817919999999
1739,07,Tempelhof-Schöneberg,7110040,Kita Fri-Willi/Kitas Süd-West,Friedrich-Wilhelm-Platz 012,12161,290276060,102.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Friedrich-Wilhelm-Platz 012 12161 Berlin,1687,13.3288954,52.4720627
1740,07,Tempelhof-Schöneberg,7110050,Kita Frankenstraße,Frankenstr. 008,10781,236 27 570,160.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Frankenstr. 008 10781 Berlin,1688,13.3507397,52.4933896
1741,07,Tempelhof-Schöneberg,7110080,Kita am Lassenpark/Kitas Süd-West,Hauptstr. 043,10827,290276070,65.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Hauptstr. 043 10827 Berlin,1689,13.3508553,52.4835927
1742,07,Tempelhof-Schöneberg,7110090,Kita Fehlerstraße/Kitas Süd-West,Fehlerstr. 002,12161,290276050,150.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Fehlerstr. 002 12161 Berlin,1690,13.3243556,52.4766427
1743,07,Tempelhof-Schöneberg,7110100,Kita Hochkirchstraße,Hochkirchstr. 015-018,10829,030 7800 1901,95.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Hochkirchstr. 015-018 10829 Berlin,1691,13.3694017,52.4894696
1744,07,Tempelhof-Schöneberg,7110110,Kita Freiherr-vom-Stein-Straße,Freiherr-vom-Stein-Str. 013,10825,81 48 78 01,90.0,Kindertagesstätte,1249.0,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,Freiherr-vom-Stein-Str. 013 10825 Berlin,1692,13.3388685,52.4829918
1745,07,Tempelhof-Schöneberg,7110140,Kita Haus der Kinder,Kurmärkische Str. 002-008,10783,030 2300 6994,134.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Kurmärkische Str. 002-008 10783 Berlin,1693,13.3598002,52.49950030000001
1746,07,Tempelhof-Schöneberg,7110150,BOOT-Kita Sonneninsel,Leberstr. 069-77,10829,44721865,155.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Leberstr. 069-77 10829 Berlin,1694,13.3616572,52.4804353
1747,07,Tempelhof-Schöneberg,7110160,Kita Neue Steinmetzstraße,Neue Steinmetzstr. 001,10827,773 26 162,80.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Neue Steinmetzstr. 001 10827 Berlin,1695,13.3623226,52.491115
1748,07,Tempelhof-Schöneberg,7110170,Kita Prellerweg/Kitas Süd-West,Prellerweg 005- 7,12157,290276140,132.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Prellerweg 005- 7 12157 Berlin,1696,13.3500056,52.4591907
1749,07,Tempelhof-Schöneberg,7110180,Kita Lindenhof,Reglinstr. 029,12105,75 51 78 80,28.0,Kindertagesstätte,1249.0,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,Reglinstr. 029 12105 Berlin,1697,13.3631902,52.45806520000001
1750,07,Tempelhof-Schöneberg,7110190,Kita Rosenheimer Straße,Rosenheimer Str. 020B,10779,219 63 230,80.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Rosenheimer Str. 020B 10779 Berlin,1698,13.3404261,52.4900989
1751,07,Tempelhof-Schöneberg,7110210,"IB-Kita, Internationaler Bund",Vorarlberger Damm 017,12157,85506700,100.0,Kindertagesstätte,8377.0,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,Vorarlberger Damm 017 12157 Berlin,1699,13.3468237,52.47068969999999
1752,07,Tempelhof-Schöneberg,7110250,Kita Bülowstraße,Bülowstr. 035,10783,23630630,145.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Bülowstr. 035 10783 Berlin,1700,13.3654715,52.4968029
1753,07,Tempelhof-Schöneberg,7110270,Kita Ebersstr. 19/Kitas Süd-West,Ebersstr. 019,10827,290276040,153.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Ebersstr. 019 10827 Berlin,1701,13.3537,52.4813116
1754,07,Tempelhof-Schöneberg,7110280,Kita Vorbergstraße,Vorbergstr. 015,10823,78 89 43 10,153.0,Kindertagesstätte,1249.0,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,Vorbergstr. 015 10823 Berlin,1702,13.3570991,52.4888748
1755,07,Tempelhof-Schöneberg,7110290,Kita Barbarossastraße des Pestalozzi-Fröbel-Hauses,Barbarossastr. 064,10781,2173 0261,70.0,Kindertagesstätte,100.0,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,Barbarossastr. 064 10781 Berlin,1703,13.3523624,52.4920351
1756,07,Tempelhof-Schöneberg,7110300,Kita Belziger Straße des Pestalozzi-Fröbel-Hauses,Belziger Str. 014,10823,781 94 11,106.0,Kindertagesstätte,100.0,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,Belziger Str. 014 10823 Berlin,1704,13.355296,52.4880165
1757,07,Tempelhof-Schöneberg,7110330,Kita Perelsplatz des Pestalozzi-Fröbel-Hauses,Perelsplatz 005,12159,851 35 00,78.0,Kindertagesstätte,100.0,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,Perelsplatz 005 12159 Berlin,1705,13.3339218,52.4754078
1758,07,Tempelhof-Schöneberg,7110340,Kita Rheingaustraße des Pestalozzi-Fröbel-Hauses,Rheingaustr. 028,12161,821 30 07,53.0,Kindertagesstätte,100.0,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,Rheingaustr. 028 12161 Berlin,1706,13.3214627,52.4681497
1759,07,Tempelhof-Schöneberg,7110350,Ev. Kita Königin-Luise,Cheruskerstr. 028,10829,7841335,90.0,Kindertagesstätte,8758.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,Cheruskerstr. 028 10829 Berlin,1707,13.3590518,52.4820557
1760,07,Tempelhof-Schöneberg,7110360,Ev. Kindertagesstätte Alt-Schöneberg,Dominicusstr. 021A,10823,7846764,70.0,Kindertagesstätte,8758.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,Dominicusstr. 021A 10823 Berlin,1708,13.34768,52.48257
1761,07,Tempelhof-Schöneberg,7110370,Kita Paul und Anna/Ev. Kg Zum Guten Hirten,Goßlerstr. 003,12161,851 55 15,65.0,Kindertagesstätte,459.0,Ev. Kirchengemeinde Zum Guten Hirten,Diakonisches Werk,Goßlerstr. 003 12161 Berlin,1709,13.3273514,52.4709161
1762,07,Tempelhof-Schöneberg,7110380,Kita Nathanael/ Ev. Kirchengem. Philippus-Nathanael,Grazer Platz 004,12157,855 18 58,78.0,Kindertagesstätte,460.0,Ev. Kirchengem. Philippus-Nathanael,Diakonisches Werk,Grazer Platz 004 12157 Berlin,1710,13.3450708,52.4667329
1763,07,Tempelhof-Schöneberg,7110390,Ev. Kita Silas,Großgörschenstr. 010,10827,7814457,47.0,Kindertagesstätte,8758.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,Großgörschenstr. 010 10827 Berlin,1711,13.3653779,52.4915101
1764,07,Tempelhof-Schöneberg,7110400,Ev. Kita Apostel-Paulus,Klixstr. 002,10823,7815121,36.0,Kindertagesstätte,8758.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,Klixstr. 002 10823 Berlin,1712,13.3511447,52.4891845
1765,07,Tempelhof-Schöneberg,7110410,Kita Philippus/ Ev. Kirchengem. Philippus-Nathanael,Stierstr. 017-019,12159,852 76 34,75.0,Kindertagesstätte,460.0,Ev. Kirchengem. Philippus-Nathanael,Diakonisches Werk,Stierstr. 017-019 12159 Berlin,1713,13.3375132,52.4745693
1766,07,Tempelhof-Schöneberg,7110420,Kita der Kath. Kirchengem. St. Norbert,Dominicusstr. 019A,10823,7812306,70.0,Kindertagesstätte,9046.0,Pfarrei St. Matthias Schöneberg,Deutscher Caritasverband,Dominicusstr. 019A 10823 Berlin,1714,13.3474724,52.4828318
1767,07,Tempelhof-Schöneberg,7110430,Kita der Kath. Kirchengem. St. Matthias,Hohenstaufenstr. 003,10781,2151212,90.0,Kindertagesstätte,9046.0,Pfarrei St. Matthias Schöneberg,Deutscher Caritasverband,Hohenstaufenstr. 003 10781 Berlin,1715,13.3529856,52.4950826
1768,07,Tempelhof-Schöneberg,7110440,Kita der Kath. Kirchengem. St. Elisabeth,Kolonnenstr. 040,10829,7811359,50.0,Kindertagesstätte,9046.0,Pfarrei St. Matthias Schöneberg,Deutscher Caritasverband,Kolonnenstr. 040 10829 Berlin,1716,13.3656012,52.485091
1769,07,Tempelhof-Schöneberg,7110450,Kita der Kath. Kirchengem. St. Norbert,Rubensstr. 074,12157,8557082,50.0,Kindertagesstätte,9046.0,Pfarrei St. Matthias Schöneberg,Deutscher Caritasverband,Rubensstr. 074 12157 Berlin,1717,13.3434938,52.4686218
1770,07,Tempelhof-Schöneberg,7110460,Kita Villa Anna-Vorschule-,Niedstr. 030,12159,8514406,40.0,Kindertagesstätte,961.0,Schöneberger Vorschulerziehung e. V.,Elterninitiativ-Kinderladen,Niedstr. 030 12159 Berlin,1718,13.3315211,52.4724961
1771,07,Tempelhof-Schöneberg,7110470,Waldorfkindergarten Friedenau,Sieglindestr. 001,12159,85074-763,60.0,Kindertagesstätte,1261.0,Elterninitiative für Waldorfpädagogik in Schöneberg e.V.,Sonstiger freier Träger,Sieglindestr. 001 12159 Berlin,1719,13.3299987,52.4769517
1772,07,Tempelhof-Schöneberg,7110550,EKT - Wilde Tiger e.V.,Bessemerstr. 086,12103,753 49 02,20.0,Eltern-Initiativ-Kindertagesstätte,1071.0,Wilde Tiger e. V.,Elterninitiativ-Kinderladen,Bessemerstr. 086 12103 Berlin,1720,13.3663204,52.4608699
1773,07,Tempelhof-Schöneberg,7110560,Kita Crellestraße/Kitas Süd-West,Crellestr. 016B,10827,290276020,133.0,Kindertagesstätte,123.0,Kindertagesstätten Berlin Süd-West,Eigenbetrieb,Crellestr. 016B 10827 Berlin,1721,13.3604927,52.48765
1774,07,Tempelhof-Schöneberg,7110570,EKT - Verein zur Förderung vorschulischer Erziehung,Brunhildstr. 015,10829,788 13 17,65.0,Eltern-Initiativ-Kindertagesstätte,1048.0,Verein zur Förderung vorschulischer Erziehung e. V.,Elterninitiativ-Kinderladen,Brunhildstr. 015 10829 Berlin,1722,13.3624245,52.4867164
1775,07,Tempelhof-Schöneberg,7110580,EKT - Bülowstr.,Bülowstr. 052,10783,2156102,16.0,Eltern-Initiativ-Kindertagesstätte,552.0,Eltern-Initiativ-Kindertagesstätte Bülowstrasse e.V.,Elterninitiativ-Kinderladen,Bülowstr. 052 10783 Berlin,1723,13.3672294,52.494464
1776,07,Tempelhof-Schöneberg,7110590,EKT - Die Meckerbeine,Cheruskerstr. 017,10829,7822580,15.0,Eltern-Initiativ-Kindertagesstätte,584.0,die Meckerbeine e.V.,Elterninitiativ-Kinderladen,Cheruskerstr. 017 10829 Berlin,1724,13.3590376,52.48117209999999
1777,07,Tempelhof-Schöneberg,7110600,EKT Großstadtpflänzchen,Cranachstr. 039,12157,8558600,25.0,Eltern-Initiativ-Kindertagesstätte,658.0,Eltern-Initiativ-Kindertagesstätte Großstadtpflänzchen e.V.,Elterninitiativ-Kinderladen,Cranachstr. 039 12157 Berlin,1725,13.3425776,52.4644114
1778,07,Tempelhof-Schöneberg,7110620,EKT Zappzarapp,Ebersstr. 012,10827,7844463,17.0,Eltern-Initiativ-Kindertagesstätte,1083.0,EIKITA ZAPPZARAPP - Eltern-Initiativ-Kindertagesstätte e.V.,Elterninitiativ-Kinderladen,Ebersstr. 012 10827 Berlin,1726,13.35611,52.4831491
1779,07,Tempelhof-Schöneberg,7110640,Kinderladen Stadtmäuse,Ebersstr. 018,10827,782 89 19,24.0,Eltern-Initiativ-Kindertagesstätte,996.0,Stadtmäuse e. V.,Elterninitiativ-Kinderladen,Ebersstr. 018 10827 Berlin,1727,13.3540034,52.4815434
1780,07,Tempelhof-Schöneberg,7110680,EKT - Rübezahl,Feurigstr. 053,10827,7828600,17.0,Eltern-Initiativ-Kindertagesstätte,571.0,"Elterninitiativkindergarten ""Rübezahl"" e. V.",Elterninitiativ-Kinderladen,Feurigstr. 053 10827 Berlin,1728,13.3545141,52.4836403
1781,07,Tempelhof-Schöneberg,7110710,EKT - Murkel,Mansteinstr. 006,10783,2166990,15.0,Eltern-Initiativ-Kindertagesstätte,865.0,Elterninitiativ-Kindertagesstätte Murkel e. V.,Elterninitiativ-Kinderladen,Mansteinstr. 006 10783 Berlin,1729,13.3667076,52.4922958
1782,07,Tempelhof-Schöneberg,7110720,EKT Feuerkäfer,Frankenstr. 015,10781,2166657,15.0,Eltern-Initiativ-Kindertagesstätte,620.0,Feuerkäfer e.V. - Verein zur Förderung frühkindlicher Sozialisation,Elterninitiativ-Kinderladen,Frankenstr. 015 10781 Berlin,1730,13.3528154,52.4934379
1783,07,Tempelhof-Schöneberg,7110730,EKT Konfetti,Gleditschstr. 040,10781,2157366,16.0,Eltern-Initiativ-Kindertagesstätte,799.0,Eltern-Initiativ-Kindertagesstätte Konfetti e. V.,Elterninitiativ-Kinderladen,Gleditschstr. 040 10781 Berlin,1731,13.3547786,52.49328680000001
1784,07,Tempelhof-Schöneberg,7110740,Kita Goebenstraße 8,Goebenstr. 008,10783,215 57 77,15.0,Kindertagesstätte,1264.0,Stadtteilverein Schöneberg e.V.,Sonstiger freier Träger,Goebenstr. 008 10783 Berlin,1732,13.3641927,52.4937552
1785,07,Tempelhof-Schöneberg,7110760,EKT - Brei nach Neun,Leuthener Str. 008,10829,030 782 83 19,20.0,Eltern-Initiativ-Kindertagesstätte,550.0,Brei nach Neun e. V.,Elterninitiativ-Kinderladen,Leuthener Str. 008 10829 Berlin,1733,13.3627273,52.4813848
1786,07,Tempelhof-Schöneberg,7110770,Kindertagesstätte Viktoria-Luise-Platz,Viktoria-Luise-Platz 001,10777,211 86 86,55.0,Kindertagesstätte,8758.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,Viktoria-Luise-Platz 001 10777 Berlin,1734,13.3428505,52.49607659999999
1787,07,Tempelhof-Schöneberg,7110800,EKT - Lilo Leopard,Gotenstr. 071,10829,781 51 68,12.0,Eltern-Initiativ-Kindertagesstätte,827.0,Lilo Leopard e. V.,Elterninitiativ-Kinderladen,Gotenstr. 071 10829 Berlin,1735,13.3602566,52.4829412
1788,07,Tempelhof-Schöneberg,7110810,Kita Sponholzstraße,Sponholzstr. 015,12159,81 00 68 25,45.0,Kindertagesstätte,1249.0,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,Sponholzstr. 015 12159 Berlin,1736,13.3403811,52.4722356
1789,07,Tempelhof-Schöneberg,7110820,Kita Gustav-Müller-Platz 2,Gustav-Müller-Platz 002,10829,784 71 05,24.0,Kindertagesstätte,1264.0,Stadtteilverein Schöneberg e.V.,Sonstiger freier Träger,Gustav-Müller-Platz 002 10829 Berlin,1737,13.3622569,52.4834166
1790,07,Tempelhof-Schöneberg,7110850,Kinderladen Pusteblume,Geßlerstr. 008,10829,7820270,20.0,Eltern-Initiativ-Kindertagesstätte,913.0,KINDERLADEN PUSTEBLUME e. V.,Elterninitiativ-Kinderladen,Geßlerstr. 008 10829 Berlin,1738,13.3672058,52.4860915
1791,07,Tempelhof-Schöneberg,7110860,EKT Harrys Kid's Club,Peter-Vischer-Str. 012,12157,8550741,26.0,Eltern-Initiativ-Kindertagesstätte,663.0,Harrys Kid's Club - Lückeprojekt e.V.,Elterninitiativ-Kinderladen,Peter-Vischer-Str. 012 12157 Berlin,1739,13.342941,52.464586
1792,07,Tempelhof-Schöneberg,7110870,EKT - Kindergruppe Bunte Knospe,Gustav-Müller-Platz 005,10829,7846400,16.0,Eltern-Initiativ-Kindertagesstätte,726.0,Kindergruppe Bunte Knospe e. V.,Elterninitiativ-Kinderladen,Gustav-Müller-Platz 005 10829 Berlin,1740,13.3628705,52.4836642
1793,07,Tempelhof-Schöneberg,7110900,EKT - Knuddelmuddel,Ansbacher Str. 063,10777,214 15 14,18.0,Eltern-Initiativ-Kindertagesstätte,796.0,Knuddelmuddel e.V.,Elterninitiativ-Kinderladen,Ansbacher Str. 063 10777 Berlin,1741,13.3398157,52.4966952
1794,07,Tempelhof-Schöneberg,7110910,EKT - Trotzköpfchen,Hedwigstr. 012,12159,852 61 26,16.0,Eltern-Initiativ-Kindertagesstätte,1024.0,Trotzköpfchen e.V.,Elterninitiativ-Kinderladen,Hedwigstr. 012 12159 Berlin,1742,13.3387662,52.4714506
1795,07,Tempelhof-Schöneberg,7110930,Kinder- und Schülerladen Manno,Hohenstaufenstr. 010A,10781,215 17 27,38.0,Eltern-Initiativ-Kindertagesstätte,1033.0,Kinder- und Schülerladen Manno e.V.,Elterninitiativ-Kinderladen,Hohenstaufenstr. 010A 10781 Berlin,1743,13.35021,52.49486
1796,07,Tempelhof-Schöneberg,7110970,Trolle Schöneberg,Kyffhäuserstr. 019,10781,215 21 01,20.0,Eltern-Initiativ-Kindertagesstätte,1046.0,Trolle Schöneberg e.V.,Elterninitiativ-Kinderladen,Kyffhäuserstr. 019 10781 Berlin,1744,13.3516812,52.4931346
1797,07,Tempelhof-Schöneberg,7110990,EKT - Berliner Malbüro,Mainauer Str. 006,12161,852 90 41,15.0,Eltern-Initiativ-Kindertagesstätte,541.0,Berliner Malbüro e.V.,Elterninitiativ-Kinderladen,Mainauer Str. 006 12161 Berlin,1745,13.3257718,52.4757543
1798,07,Tempelhof-Schöneberg,7111000,Ei-Kita Humpty Dumpty,Wartburgstr. 006,10823,7812190,25.0,Eltern-Initiativ-Kindertagesstätte,685.0,Ei-Kita Humpty Dumpty e.V.,Elterninitiativ-Kinderladen,Wartburgstr. 006 10823 Berlin,1746,13.3502412,52.48739089999999
1799,07,Tempelhof-Schöneberg,7111020,EKT - Friedenauer Elterninitiative,Menzelstr. 026,12157,8551054,22.0,Eltern-Initiativ-Kindertagesstätte,638.0,Friedenauer Elterninitiative für eine Kindertagesstätte e. V.,Elterninitiativ-Kinderladen,Menzelstr. 026 12157 Berlin,1747,13.3402156,52.4664133
1800,07,Tempelhof-Schöneberg,7111030,EKT Nusskasper,Merseburger Str. 004,10823,030,17.0,Eltern-Initiativ-Kindertagesstätte,880.0,Gruppe-Nuß-Kasper e. V.,Elterninitiativ-Kinderladen,Merseburger Str. 004 10823 Berlin,1748,13.3523008,52.4884467
1801,07,Tempelhof-Schöneberg,7111040,EKT - Abrakadabra,Motzstr. 063,10777,211 79 36,14.0,Eltern-Initiativ-Kindertagesstätte,516.0,Abrakadabra e.V.,Elterninitiativ-Kinderladen,Motzstr. 063 10777 Berlin,1749,13.3394701,52.4947066
1802,07,Tempelhof-Schöneberg,7111070,EKT - Milchzahn,Bundesallee 076,12161,859 23 20,20.0,Eltern-Initiativ-Kindertagesstätte,852.0,Milchzahn e.V.,Elterninitiativ-Kinderladen,Bundesallee 076 12161 Berlin,1750,13.3286378,52.47137
